Geneid	Length	gene_name
ENSG00000201778.1	93	Y_RNA
ENSG00000118849.10	2029	RARRES1
ENSG00000269888.1	248	RP11-3P17.5
ENSG00000241369.6	10264	LINC01192
ENSG00000239205.1	1948	LINC02023
ENSG00000287319.1	1359	RP11-413G22.3
ENSG00000286994.1	1039	RP11-407H3.1
ENSG00000241479.1	535	MECOM-AS1
ENSG00000242795.2	513	RP11-3K16.2
ENSG00000269984.1	3143	RP11-362K14.5
ENSG00000013297.12	4321	CLDN11
ENSG00000240704.1	1048	KLF7P1
ENSG00000287899.1	4878	RP11-163H6.1
ENSG00000237483.1	445	RPS27AP8
ENSG00000252082.1	102	RNU6-547P
ENSG00000287012.1	1356	RP11-816B4.3
ENSG00000237645.1	481	RP11-521A24.1
ENSG00000228213.5	815	NLGN1-AS1
ENSG00000223715.3	5609	LINC01208
ENSG00000228221.6	6313	LINC00578
ENSG00000225790.2	3302	RP11-2L8.1
ENSG00000223930.7	10946	RP11-33A14.1
ENSG00000171121.16	8979	KCNMB3
ENSG00000114757.19	10236	PEX5L
ENSG00000239381.7	1651	RP11-4B14.3
ENSG00000244346.1	543	RP11-531F16.3
ENSG00000233885.7	3271	YEATS2-AS1
ENSG00000223529.1	1388	EEF1A1P8
ENSG00000229433.2	3239	LINC02069
ENSG00000286086.1	1565	RP11-110C15.5
ENSG00000163915.7	3415	IGF2BP2-AS1
ENSG00000263826.1	2400	RP11-573D15.9
ENSG00000283958.1	106	MIR1248
ENSG00000127241.18	13122	MASP1
ENSG00000127249.15	8988	ATP13A4
ENSG00000230102.8	10693	LINC02028
ENSG00000238097.2	2667	LINC02037
ENSG00000233987.2	2733	AC106706.1
ENSG00000230401.1	553	LINC01972
ENSG00000287005.1	1663	RP11-1D19.1
ENSG00000176945.17	6837	MUC20
ENSG00000231443.2	1242	AC024937.6
ENSG00000225578.1	562	NCBP2-AS1
ENSG00000287286.1	6656	RP11-496H1.4
ENSG00000236438.7	7091	FAM157A
ENSG00000272588.1	719	RP11-440L14.4
ENSG00000233799.1	286	AC139887.4
ENSG00000251075.2	2250	HTT-AS
ENSG00000175920.18	4036	DOK7
ENSG00000270090.5	933	RP11-529E10.7
ENSG00000168826.16	2889	ZBTB49
ENSG00000248516.1	1416	RP11-265O12.1
ENSG00000251408.1	4121	RP11-586D19.2
ENSG00000288588.1	1086	RP11-1406H17.3
ENSG00000228919.5	1296	AC097381.1
ENSG00000251615.3	3249	RP11-774O3.3
ENSG00000287972.1	1689	RP11-747H12.9
ENSG00000203436.2	281	Metazoa_SRP
ENSG00000223086.1	129	RNA5SP155
ENSG00000287778.1	8457	RP11-281P23.3
ENSG00000205940.8	2299	HSP90AB2P
ENSG00000004468.13	6857	CD38
ENSG00000263327.6	2763	TAPT1-AS1
ENSG00000251048.1	534	RP11-608B3.1
ENSG00000250039.4	4390	RP11-17E2.2
ENSG00000261121.2	2274	LINC02473
ENSG00000251410.2	3877	AC007106.1
ENSG00000251434.1	602	RP11-315A17.1
ENSG00000249882.2	1158	LINC02501
ENSG00000287968.1	852	RP11-638O6.2
ENSG00000250723.7	7115	RP11-79E3.2
ENSG00000287416.1	3071	RP11-27P15.1
ENSG00000249667.1	757	LINC01259
ENSG00000180610.10	1122	ZBTB12BP
ENSG00000250568.1	315	RP11-333E13.2
ENSG00000231707.4	591	PABPC1P1
ENSG00000205794.4	1613	RP11-333E13.4
ENSG00000168421.13	6608	RHOH
ENSG00000239627.3	479	RPL12P20
ENSG00000248939.1	606	RP11-395F4.1
ENSG00000242431.2	505	RP11-731J8.1
ENSG00000282917.2	2263	RP11-121C2.3
ENSG00000250302.3	5044	LINC01618
ENSG00000286161.1	556	RP11-177B4.3
ENSG00000229585.4	472	RPL21P44
ENSG00000250456.1	2216	LINC02260
ENSG00000273257.2	2878	RP11-177J6.1
ENSG00000286093.1	1142	RP11-407H18.1
ENSG00000269949.1	447	RP11-738E22.3
ENSG00000250384.1	450	UBE2CP3
ENSG00000245067.7	3689	IGFBP7-AS1
ENSG00000249392.1	558	RP11-725D20.1
ENSG00000249892.1	760	RP11-525J21.1
ENSG00000185873.8	3352	TMPRSS11B
ENSG00000156096.14	2506	UGT2B4
ENSG00000187533.14	5289	PRR27
ENSG00000250220.1	685	RP11-692D12.1
ENSG00000233860.2	4347	SHROOM3-AS1
ENSG00000260278.1	2320	RP11-109G23.3
ENSG00000232327.4	2539	RP11-395C17.1
ENSG00000152785.8	6087	BMP3
ENSG00000272677.1	906	HNRNPD-DT
ENSG00000286490.1	922	RP11-791G16.7
ENSG00000213608.5	901	SLC25A14P1
ENSG00000250546.6	4971	RP11-8L2.1
ENSG00000163633.12	2100	C4orf36
ENSG00000235043.3	445	TECRP1
ENSG00000287181.1	1745	RP11-10L7.4
ENSG00000251095.7	6974	RP11-115D19.1
ENSG00000184305.15	10474	CCSER1
ENSG00000287841.1	3691	RP11-667L17.1
ENSG00000260641.1	5647	RP11-1299A16.3
ENSG00000198099.9	2453	ADH4
ENSG00000279098.1	442	RP11-15B17.4
ENSG00000286291.1	625	AC004047.1
ENSG00000245384.2	10262	CXXC4-AS1
ENSG00000251586.1	537	TET2-AS1
ENSG00000232021.7	6080	LEF1-AS1
ENSG00000248200.2	571	RP11-115A14.1
ENSG00000250855.2	1069	RP11-269F21.1
ENSG00000248152.2	3435	ANK2-AS1
ENSG00000249304.1	441	RP11-26P13.2
ENSG00000228358.6	12555	LINC02263
ENSG00000050730.16	3749	TNIP3
ENSG00000224786.2	3858	CETN4P
ENSG00000240775.1	348	RP11-170N16.2
ENSG00000261668.1	3843	RP11-50D9.3
ENSG00000241651.4	599	RP11-214O14.1
ENSG00000248394.1	816	FOSL1P1
ENSG00000251676.2	4127	SNHG27
ENSG00000251632.1	2264	LINC02172
ENSG00000250033.5	6161	SLC7A11-AS1
ENSG00000248863.2	1240	RP11-83A24.1
ENSG00000249302.2	462	FTH1P24
ENSG00000286896.1	2179	RP11-308D13.5
ENSG00000273472.1	1394	RP11-102N12.3
ENSG00000248747.1	1037	RP11-586L23.1
ENSG00000286771.1	1325	RP11-364L4.4
ENSG00000251687.1	794	RP11-181K12.2
ENSG00000251298.1	568	RP11-425A23.1
ENSG00000270387.1	858	RP11-315D13.1
ENSG00000287292.1	4010	RP11-563M4.2
ENSG00000249690.1	2209	RP11-1336O20.2
ENSG00000270265.1	540	RP11-731D1.4
ENSG00000251249.2	3124	RP11-73G16.1
ENSG00000268471.6	3000	MIR4453HG
ENSG00000250980.1	769	NSA2P6
ENSG00000288637.1	5884	RP11-559F19.4
ENSG00000171564.12	4374	FGB
ENSG00000280284.1	386	RP11-154F14.3
ENSG00000278880.1	218	RP11-612J15.1
ENSG00000273449.1	927	RP11-218F10.3
ENSG00000177803.7	657	YWHAQP4
ENSG00000250746.1	2057	RP11-39C10.1
ENSG00000249609.1	552	RP11-635L1.3
ENSG00000251171.1	637	RP11-327O17.2
ENSG00000286302.1	1388	RP11-613O14.1
ENSG00000168594.15	5957	ADAM29
ENSG00000248388.5	383	RP11-313E19.2
ENSG00000250131.2	6016	RP11-130F10.1
ENSG00000283355.1	2348	RP11-739P1.3
ENSG00000180712.4	2716	LINC02363
ENSG00000270426.1	686	RP11-326I11.5
ENSG00000251139.2	628	RP11-701P16.2
ENSG00000250410.1	587	RP11-714G18.1
ENSG00000287667.1	1863	RP11-40L7.2
ENSG00000287169.1	1179	RP11-182A9.1
ENSG00000249747.1	1211	LINC02374
ENSG00000180015.12	1122	RP11-756P10.3
ENSG00000250626.3	2326	RP11-756P10.2
ENSG00000250848.1	1203	CTD-2083E4.5
ENSG00000214278.4	816	CTD-2228K2.2
ENSG00000250645.1	407	CTD-2228K2.1
ENSG00000171368.12	5979	TPPP
ENSG00000206077.14	7690	ZDHHC11B
ENSG00000287600.1	2899	RP11-661C8.4
ENSG00000250584.3	3372	LINC01511
ENSG00000271119.1	1661	CTD-2012J19.3
ENSG00000215231.8	4724	LINC01020
ENSG00000250490.1	2923	LINC02145
ENSG00000250056.8	7318	LINC01018
ENSG00000251250.3	1645	RP11-404K5.1
ENSG00000279075.1	342	RP11-480D4.7
ENSG00000248783.1	372	RP11-308B16.2
ENSG00000251423.3	3912	CTB-51A17.1
ENSG00000287581.1	1753	CTC-250P22.2
ENSG00000145569.6	7040	OTULINL
ENSG00000246214.2	3239	RP11-260E18.1
ENSG00000248455.6	8785	LINC02217
ENSG00000154162.15	5650	CDH12
ENSG00000249616.1	1431	CCNB3P1
ENSG00000250453.2	2576	CTD-2134P3.1
ENSG00000259786.7	5704	LINC02109
ENSG00000280305.1	3446	CTD-2351A16.1
ENSG00000250764.1	834	CTD-2152M20.2
ENSG00000272086.1	802	GOLPH3-DT
ENSG00000164188.9	4884	RANBP3L
ENSG00000079215.15	21227	SLC1A3
ENSG00000272103.2	2237	CTD-2653M23.3
ENSG00000249850.1	1292	KRT18P31
ENSG00000244073.1	797	RPS4XP6
ENSG00000242493.3	307	RN7SL37P
ENSG00000248668.3	2217	OXCT1-AS1
ENSG00000260786.1	3258	RP11-112L7.1
ENSG00000286271.2	2612	CTD-2201E18.6
ENSG00000272382.1	920	CTD-2035E11.4
ENSG00000177721.5	2234	ANXA2R
ENSG00000177453.7	3619	NIM1K
ENSG00000249286.1	994	AMD1P3
ENSG00000248898.3	2836	CTD-2288O8.1
ENSG00000251307.1	770	RP11-506H20.1
ENSG00000249198.1	526	RP11-772C9.1
ENSG00000248475.5	697	RP11-479O16.1
ENSG00000113448.19	16236	PDE4D
ENSG00000215032.2	1643	GNL3LP1
ENSG00000279985.1	2322	CTC-436P18.4
ENSG00000250138.4	4437	RP11-848G14.5
ENSG00000248769.1	1087	RP11-974F13.5
ENSG00000285151.1	1597	AC140134.2
ENSG00000254701.3	584	RP11-1415C14.4
ENSG00000285204.1	1597	RP11-974F13.3
ENSG00000285804.2	4372	CTD-2292N2.1
ENSG00000157111.13	1250	TMEM171
ENSG00000248881.1	754	CTC-366B18.2
ENSG00000122012.14	11817	SV2C
ENSG00000164251.5	2930	F2RL1
ENSG00000113231.14	5594	PDE8B
ENSG00000253558.1	2260	CTD-2179L22.1
ENSG00000248909.1	581	HMGB1P21
ENSG00000213755.3	486	RP11-342F17.1
ENSG00000131730.16	2702	CKMT2
ENSG00000249792.1	657	RP11-1072N2.3
ENSG00000285190.1	2113	CTC-428H11.2
ENSG00000245526.11	19088	LINC00461
ENSG00000214942.6	5757	AC113167.2
ENSG00000250049.7	7430	RP11-348J24.1
ENSG00000287180.1	1989	RP11-65F13.4
ENSG00000236882.8	2260	LINC01554
ENSG00000248734.2	1001	CTD-2260A17.1
ENSG00000272109.2	1354	CTD-2260A17.3
ENSG00000283462.2	6697	CTC-445B21.1
ENSG00000239808.3	296	RN7SL255P
ENSG00000176857.5	1143	GJA1P1
ENSG00000249249.2	4456	AC010226.4
ENSG00000249021.1	706	CTC-505O3.3
ENSG00000271918.1	1610	CTD-2287O16.5
ENSG00000249494.6	5185	CTB-161M19.4
ENSG00000243333.3	289	RN7SL174P
ENSG00000064692.20	7266	SNCAIP
ENSG00000276047.1	299	RN7SL711P
ENSG00000248752.3	4422	RP11-114J13.1
ENSG00000249768.2	558	HSPE1P10
ENSG00000164241.14	4527	C5orf63
ENSG00000283897.2	2340	CTB-88F18.5
ENSG00000251680.6	8389	CTC-575N7.1
ENSG00000286676.1	1070	ACTBP4
ENSG00000224431.1	3556	AC063976.7
ENSG00000238160.1	999	LINC02863
ENSG00000235253.1	1205	AC010240.2
ENSG00000279691.1	203	RP11-485M7.2
ENSG00000164621.5	1816	SMAD5-AS1
ENSG00000146006.8	6097	LRRTM2
ENSG00000170482.17	3203	SLC23A1
ENSG00000170476.16	2286	MZB1
ENSG00000275506.1	362	H3P25
ENSG00000250635.1	577	CXXC5-AS1
ENSG00000204961.7	9769	PCDHA9
ENSG00000250120.8	15664	PCDHA10
ENSG00000197479.7	4170	PCDHB11
ENSG00000262096.2	3112	PCDHB19P
ENSG00000288095.1	1508	AC005618.10
ENSG00000253953.3	6902	PCDHGB4
ENSG00000253846.3	6639	PCDHGA10
ENSG00000253159.3	4893	PCDHGA12
ENSG00000276545.1	2297	PCDHGB9P
ENSG00000242419.6	4970	PCDHGC4
ENSG00000246422.2	2480	DIAPH1-AS1
ENSG00000285366.1	537	CTC-483L24.2
ENSG00000231579.3	635	RPL7P21
ENSG00000248125.2	2323	CTB-73N10.1
ENSG00000249363.1	876	CTB-78O21.1
ENSG00000173261.9	1937	PLAC8L1
ENSG00000169302.16	7916	STK32A
ENSG00000164266.11	1361	SPINK1
ENSG00000274799.1	282	Metazoa_SRP
ENSG00000253406.1	4533	AC012613.2
ENSG00000241112.1	428	RPL29P14
ENSG00000241907.1	355	RPS20P4
ENSG00000164591.14	5861	MYOZ3
ENSG00000237693.4	2271	IRGM
ENSG00000249035.7	3087	CLMAT3
ENSG00000253119.1	982	HNRNPA3P7
ENSG00000241963.3	298	RN7SL655P
ENSG00000277039.1	316	Metazoa_SRP
ENSG00000253519.1	1845	AC106801.1
ENSG00000247699.2	2890	FABP6-AS1
ENSG00000253772.1	701	RP11-34P1.1
ENSG00000145864.14	17138	GABRB2
ENSG00000280776.2	4388	LINC01202
ENSG00000285549.1	1197	RP11-51B6.1
ENSG00000235172.8	3006	LINC01366
ENSG00000253218.1	1022	KLF3P1
ENSG00000250992.2	2559	RP11-826N14.1
ENSG00000285476.1	4334	RP11-826N14.7
ENSG00000251414.1	528	RP11-843P14.1
ENSG00000251666.1	745	ZNF346-IT1
ENSG00000246596.7	2230	RP11-1277A3.2
ENSG00000273549.1	260	Metazoa_SRP
ENSG00000204661.9	3284	C5orf60
ENSG00000253908.1	687	RP11-252I14.2
ENSG00000165810.17	5563	BTNL9
ENSG00000286364.1	2957	RP11-164H16.3
ENSG00000230433.1	851	RP1-20B11.2
ENSG00000271727.2	1212	RP11-532F6.4
ENSG00000286512.1	3542	RP1-80B9.4
ENSG00000145949.11	6015	MYLK4
ENSG00000272277.1	850	RP1-40E16.12
ENSG00000260604.2	7060	RP1-140K8.5
ENSG00000279926.1	1458	RP3-406P24.5
ENSG00000237716.2	1568	RP3-400B16.3
ENSG00000285694.1	1805	RP11-274H24.3
ENSG00000269985.1	1333	RP1-232P20.1
ENSG00000270174.1	806	RP1-256G22.2
ENSG00000285278.1	3427	TFAP2A-AS2
ENSG00000234015.1	894	LINC02530
ENSG00000261071.1	1045	RP1-223E5.4
ENSG00000287626.1	1224	RP1-147M19.2
ENSG00000229931.1	698	ATXN1-AS1
ENSG00000184612.8	754	RPL7P26
ENSG00000220920.1	359	RP3-525L6.2
ENSG00000187566.6	2238	NHLRC1
ENSG00000286590.1	1603	RP1-46C2.1
ENSG00000240869.3	305	RN7SL128P
ENSG00000224707.1	400	E2F3-IT1
ENSG00000280989.2	1232	LINC00581
ENSG00000286954.1	3196	RP1-309H15.3
ENSG00000196866.3	510	H2AC7
ENSG00000284607.1	2884	CTA-14H9.7
ENSG00000275846.1	3929	RP11-457M11.7
ENSG00000286652.1	2199	XXbac-BPGBPG34I8.5
ENSG00000272009.1	686	RP1-313I6.12
ENSG00000226314.8	2547	ZNF192P1
ENSG00000235109.8	4957	ZSCAN31
ENSG00000232040.4	8161	ZBED9
ENSG00000237988.5	5365	OR2I1P
ENSG00000204625.10	700	HCG9
ENSG00000235781.1	851	LINC02569
ENSG00000272540.1	773	XXbac-BPG252P9.9
ENSG00000204540.11	5781	PSORS1C1
ENSG00000206337.12	11058	HCP5
ENSG00000254870.5	2372	ATP6V1G2-DDX39B
ENSG00000234006.1	527	DDX39B-AS1
ENSG00000204338.8	1971	CYP21A1P
ENSG00000284829.1	320	XXbac-BPG300A18.16
ENSG00000273333.2	662	XXbac-BPG300A18.13
ENSG00000204252.14	3987	HLA-DOA
ENSG00000223865.11	5222	HLA-DPB1
ENSG00000204248.12	7364	COL11A2
ENSG00000276746.1	251	Metazoa_SRP
ENSG00000271304.2	891	DPRXP2
ENSG00000237719.1	656	RP1-179N16.3
ENSG00000180316.13	5160	PNPLA1
ENSG00000243313.2	264	RN7SL285P
ENSG00000218521.1	482	RP11-420A21.1
ENSG00000219273.1	1790	RP1-217P22.2
ENSG00000164627.18	11871	KIF6
ENSG00000235033.7	6854	DAAM2-AS1
ENSG00000287678.1	908	RP1-34B21.7
ENSG00000227516.1	403	RP5-973N23.4
ENSG00000240625.3	305	RN7SL403P
ENSG00000204052.4	2121	LRRC73
ENSG00000271754.1	545	RP3-337H4.9
ENSG00000219470.1	882	RP3-337H4.6
ENSG00000172426.16	2642	RSPH9
ENSG00000271857.1	927	RP1-244F24.1
ENSG00000236466.2	5432	RP11-795J1.1
ENSG00000228689.8	2211	RP3-335N17.2
ENSG00000137270.11	2780	GCM1
ENSG00000217527.1	404	RPS16P5
ENSG00000146147.15	7293	MLIP
ENSG00000236740.6	3227	RP11-411K7.1
ENSG00000168143.9	6244	FAM83B
ENSG00000187871.2	1911	GFRAL
ENSG00000146166.17	5829	LGSN
ENSG00000285838.2	2872	RP11-542F9.2
ENSG00000226497.1	674	LINC02549
ENSG00000082293.13	11018	COL19A1
ENSG00000287300.1	2556	RP1-149L1.2
ENSG00000229154.2	4661	KCNQ5-AS1
ENSG00000237174.7	2237	RP11-415D17.3
ENSG00000217488.2	988	RP11-474L11.5
ENSG00000200091.1	330	RN7SKP163
ENSG00000280511.1	627	RP11-35J1.2
ENSG00000270362.1	2946	HMGN3-AS1
ENSG00000286042.1	4498	LCAL1
ENSG00000272129.1	1436	RP11-250B2.6
ENSG00000280232.1	618	RP11-321N4.4
ENSG00000218313.1	936	RP11-393I2.2
ENSG00000279565.1	3502	RP4-570O12.3
ENSG00000135299.17	8347	ANKRD6
ENSG00000217653.1	755	PIMREGP3
ENSG00000235099.1	739	RP1-23E21.2
ENSG00000260000.2	1517	RP3-467N11.1
ENSG00000112320.12	7895	SOBP
ENSG00000228976.1	286	SUMO2P8
ENSG00000203799.13	10012	CCDC162P
ENSG00000271789.1	1385	RP5-1112D6.7
ENSG00000229276.1	382	REV3L-IT1
ENSG00000218676.1	1522	BRD7P4
ENSG00000226440.7	4132	LAMA4-AS1
ENSG00000230943.3	2409	LINC02541
ENSG00000227502.3	2755	MROCKI
ENSG00000123500.10	3830	COL10A1
ENSG00000047936.11	8890	ROS1
ENSG00000169075.7	1477	BRD7P3
ENSG00000253194.2	1812	RP11-351A11.1
ENSG00000285652.1	4140	RP11-537D2.1
ENSG00000286299.1	2308	RP1-167O5.3
ENSG00000226409.3	4786	RP11-735G4.1
ENSG00000237742.7	4111	RP11-624M8.1
ENSG00000224733.1	549	RP1-86D1.5
ENSG00000196569.13	10358	LAMA2
ENSG00000093134.15	6016	VNN3
ENSG00000287974.1	1328	RP3-528L19.2
ENSG00000231971.6	3471	CT69
ENSG00000232310.8	4548	RP11-557H15.4
ENSG00000286646.1	1096	RP11-549D23.1
ENSG00000225391.5	1357	NHEG1
ENSG00000287393.1	1567	RP11-10J5.2
ENSG00000216802.1	748	RP11-390P2.2
ENSG00000279968.3	2993	CCDC28A-AS1
ENSG00000237851.1	444	RP1-67K17.4
ENSG00000278206.1	2079	RP1-20N2.8
ENSG00000235740.2	2115	PHACTR2-AS1
ENSG00000283122.1	3347	HYMAI
ENSG00000177688.7	1017	SUMO4
ENSG00000281021.1	744	RP1-12G14.9
ENSG00000278899.1	1268	RP11-350J20.13
ENSG00000219395.2	786	HSPA8P15
ENSG00000218757.1	547	RP3-472M2.2
ENSG00000171217.5	1209	CLDN20
ENSG00000271551.2	1249	RP11-230C9.2
ENSG00000234361.1	681	RP11-52J3.3
ENSG00000285642.1	264	RP11-266C7.11
ENSG00000233496.1	599	SYNJ2-IT1
ENSG00000188451.8	1979	SRP72P2
ENSG00000285492.1	12865	RP1-111C20.3
ENSG00000285427.1	1718	SOD2-OT1
ENSG00000122194.19	7162	PLG
ENSG00000281692.2	8981	PACRG-AS1
ENSG00000228692.2	602	RP5-826L7.1
ENSG00000233231.1	904	HNRNPA1P49
ENSG00000232082.1	579	RPS6KA2-IT1
ENSG00000265828.1	106	MIR3939
ENSG00000272980.4	5310	RP11-517H2.6
ENSG00000203690.13	8716	TCP10L3
ENSG00000153303.17	8801	FRMD1
ENSG00000223485.4	2243	LINC01615
ENSG00000261039.3	672	LINC02544
ENSG00000282572.2	1556	RP11-482G13.1
ENSG00000249852.1	2004	AC145676.2
ENSG00000286710.1	5584	WI2-933P11.2
ENSG00000286764.1	2284	WI2-933P11.1
ENSG00000073067.14	2791	CYP2W1
ENSG00000164849.10	3190	GPR146
ENSG00000230487.8	6436	PSMG3-AS1
ENSG00000174945.14	10165	AMZ1
ENSG00000231357.1	402	AC006028.11
ENSG00000287665.1	2489	RP11-32P3.1
ENSG00000157927.17	6513	RADIL
ENSG00000188365.3	753	AC092171.2
ENSG00000273084.1	942	RP11-1275H24.3
ENSG00000157999.6	1423	ANKRD61
ENSG00000287860.1	1388	RP11-740N7.7
ENSG00000230825.2	3252	AC005532.5
ENSG00000215018.10	6639	COL28A1
ENSG00000003147.19	4883	ICA1
ENSG00000272328.1	916	RP4-594A5.1
ENSG00000234710.2	1496	AC060834.3
ENSG00000286376.1	3388	RP4-620P6.1
ENSG00000232821.1	1711	AC003986.6
ENSG00000136237.19	10257	RAPGEF5
ENSG00000136244.12	2069	IL6
ENSG00000230658.2	3584	KLHL7-DT
ENSG00000287523.1	1462	RP5-1055C4.1
ENSG00000122548.5	4283	KIAA0087
ENSG00000005020.13	5361	SKAP2
ENSG00000122574.11	6065	WIPF3
ENSG00000180347.14	9322	ITPRID1
ENSG00000106341.11	1884	PPP1R17
ENSG00000236460.1	323	SNX2P2
ENSG00000164619.10	7990	BMPER
ENSG00000287032.1	2689	RP11-379H18.2
ENSG00000227544.10	6724	AC018647.3
ENSG00000281103.2	7416	TRG-AS1
ENSG00000106536.21	8320	POU6F2
ENSG00000287584.1	1131	RP4-570D2.2
ENSG00000106624.11	4971	AEBP1
ENSG00000058404.20	8159	CAMK2B
ENSG00000287574.1	1158	RP5-971C3.1
ENSG00000164742.16	13966	ADCY1
ENSG00000233539.5	2791	AC011294.3
ENSG00000286315.1	1809	RP11-139E5.1
ENSG00000228897.1	739	CTD-2021A8.2
ENSG00000287039.1	4127	RP5-847G17.3
ENSG00000286404.1	1437	GS1-18A18.4
ENSG00000224057.1	2806	EGFR-AS1
ENSG00000233782.1	1192	ZNF90P3
ENSG00000226581.2	5065	LINC02848
ENSG00000286397.1	956	RP11-3N2.16
ENSG00000285544.1	1881	RP11-3N2.15
ENSG00000287580.1	556	RP11-797H7.8
ENSG00000272693.4	1962	RP11-479O9.4
ENSG00000279785.1	1194	GS1-124K5.13
ENSG00000237310.2	1262	GS1-124K5.4
ENSG00000271064.1	240	RP11-792A8.3
ENSG00000230295.1	351	GTF2IP23
ENSG00000228019.1	378	RP11-166O4.4
ENSG00000229031.1	1799	MTCO1P25
ENSG00000277149.5	3262	TYW1B
ENSG00000266569.2	278	RN7SL377P
ENSG00000274656.1	291	RN7SL625P
ENSG00000272843.1	708	RP11-313P13.5
ENSG00000174384.9	710	PMS2P6
ENSG00000188763.5	2343	FZD9
ENSG00000049540.18	6455	ELN
ENSG00000287815.1	1029	CTA-270D13.1
ENSG00000277675.1	775	AC004878.2
ENSG00000263081.1	280	AC004878.8
ENSG00000275121.1	113	CH17-232I21.1
ENSG00000146722.11	1122	AC006014.8
ENSG00000235090.1	689	RPL7L1P3
ENSG00000186645.10	2887	SPDYE17
ENSG00000214439.4	1284	FAM185BP
ENSG00000229110.1	1012	AC006355.3
ENSG00000222024.2	983	AC004945.1
ENSG00000105784.15	4710	RUNDC3B
ENSG00000223969.6	4442	AC002456.2
ENSG00000243144.7	2649	RP11-115N4.1
ENSG00000240720.10	4450	LRRD1
ENSG00000243107.1	1589	AC000120.7
ENSG00000286742.1	4003	CTB-85C5.2
ENSG00000285090.1	1095	COL1A2-AS1
ENSG00000164692.18	10817	COL1A2
ENSG00000105852.11	4119	PON3
ENSG00000005981.13	4606	ASB4
ENSG00000238228.1	1012	OR7E7P
ENSG00000228335.1	607	AC073063.10
ENSG00000021461.17	2637	CYP3A43
ENSG00000213420.8	3837	GPC2
ENSG00000213413.2	1984	PVRIG
ENSG00000263672.2	238	RN7SL750P
ENSG00000128564.7	2680	VGF
ENSG00000106436.7	1050	MYL10
ENSG00000259294.1	622	CTA-339C12.1
ENSG00000272219.1	1779	CTB-181H17.1
ENSG00000280404.1	213	ENSG00000280404
ENSG00000286830.1	1336	RP11-577H5.6
ENSG00000161040.16	4009	FBXL13
ENSG00000224415.1	591	RP11-401L13.4
ENSG00000228393.4	1483	LINC01004
ENSG00000239569.3	736	KMT2E-AS1
ENSG00000213361.2	319	RP4-778K6.1
ENSG00000244490.1	565	RWDD4P1
ENSG00000242154.1	546	RP4-778K6.3
ENSG00000228742.11	4510	LINC02577
ENSG00000272072.1	742	CTA-363E19.2
ENSG00000172209.6	3711	GPR22
ENSG00000225647.2	2889	AC005487.2
ENSG00000173114.13	3875	LRRN3
ENSG00000243621.1	169	AC003989.3
ENSG00000227948.4	565	AC003989.4
ENSG00000288634.1	159	CTD-2252G20.1
ENSG00000243345.1	763	RP11-458K10.3
ENSG00000279086.1	2278	RP11-667F14.1
ENSG00000243243.5	917	AC073130.3
ENSG00000213167.3	281	Metazoa_SRP
ENSG00000227199.1	1889	ST7-AS1
ENSG00000276100.1	293	ENSG10010139723.1
ENSG00000228368.1	459	AC106873.4
ENSG00000213050.5	747	TPM3P1
ENSG00000226367.6	3612	ST7-AS2
ENSG00000001626.16	9942	CFTR
ENSG00000225546.6	2682	LINC02476
ENSG00000240499.7	3458	RP5-1101C3.1
ENSG00000106302.10	2741	HYAL4
ENSG00000279078.1	2481	SND1-IT1
ENSG00000128594.8	4403	LRRC4
ENSG00000271344.1	1267	RP11-274B21.9
ENSG00000286722.1	2423	RP11-305M3.6
ENSG00000272701.3	4118	MESTIT1
ENSG00000271522.1	1517	RP11-36B6.1
ENSG00000224865.8	2076	AC009518.4
ENSG00000284135.1	56	MIR3654
ENSG00000198074.10	1773	AKR1B10
ENSG00000286458.1	2368	RP11-221G19.1
ENSG00000272941.1	1145	RP11-134L10.1
ENSG00000276067.2	2688	SLC23A4P
ENSG00000228031.4	2240	AC078842.3
ENSG00000122787.15	3412	AKR1D1
ENSG00000146858.8	1766	ZC3HAV1L
ENSG00000240889.1	1648	NDUFB2-AS1
ENSG00000228775.8	6678	WEE2-AS1
ENSG00000239419.3	296	RN7SL535P
ENSG00000240322.3	299	RN7SL481P
ENSG00000229153.5	5316	EPHA1-AS1
ENSG00000283537.2	2579	RP11-298A10.3
ENSG00000213215.5	5109	OR2F1
ENSG00000221836.4	8681	OR2A5
ENSG00000221858.3	4172	OR2A12
ENSG00000243896.4	2152	OR2A7
ENSG00000221970.4	4746	OR2A1
ENSG00000174469.23	16377	CNTNAP2
ENSG00000236795.1	2145	CNTNAP2-AS1
ENSG00000242258.1	2171	LINC00996
ENSG00000002726.21	3786	AOC1
ENSG00000164867.11	5931	NOS3
ENSG00000243433.1	511	RP11-148K1.10
ENSG00000106648.14	3320	GALNTL5
ENSG00000229591.1	673	RP5-981O7.2
ENSG00000213188.3	808	YBX1P4
ENSG00000241735.2	1637	FABP5P3
ENSG00000286565.1	1875	RP5-876K2.1
ENSG00000269446.2	1093	RP4-639J15.3
ENSG00000225224.1	465	RPS27AP12
ENSG00000236018.2	766	RP4-814D15.1
ENSG00000282021.1	2240	CTD-2336O2.3
ENSG00000254319.6	10350	RP11-134O21.1
ENSG00000253893.2	792	FAM85B
ENSG00000286622.1	2946	RP11-1E4.2
ENSG00000171056.8	3215	SOX7
ENSG00000246477.3	5856	AF131216.6
ENSG00000248423.1	649	RP11-235P11.1
