Geneid	Length	gene_name
ENSG00000113649.13	8714	TCERG1
ENSG00000113657.13	7179	DPYSL3
ENSG00000247199.5	14999	RP11-373N22.3
ENSG00000204909.8	844	SPINK9
ENSG00000145868.17	8722	FBXO38
ENSG00000251330.3	514	CTD-2283N19.1
ENSG00000169252.6	2013	ADRB2
ENSG00000169247.14	38112	SH3TC2
ENSG00000173210.20	7225	ABLIM3
ENSG00000157510.14	6568	AFAP1L1
ENSG00000164284.15	4419	GRPEL2
ENSG00000145882.11	6039	PCYOX1L
ENSG00000249669.10	18004	CARMN
ENSG00000113712.19	8505	CSNK1A1
ENSG00000230551.4	8636	CTB-89H12.4
ENSG00000155846.17	12889	PPARGC1B
ENSG00000132915.11	7417	PDE6A
ENSG00000155850.8	8580	SLC26A2
ENSG00000164296.7	4127	TIGD6
ENSG00000113716.13	6263	HMGXB3
ENSG00000182578.14	5151	CSF1R
ENSG00000113721.14	7135	PDGFRB
ENSG00000070808.17	9481	CAMK2A
ENSG00000183876.9	3221	ARSI
ENSG00000070814.22	11439	TCOF1
ENSG00000019582.16	6122	CD74
ENSG00000164587.13	5082	RPS14
ENSG00000070614.15	9510	NDST1
ENSG00000171992.13	10243	SYNPO
ENSG00000286657.1	1852	CTB-140J7.3
ENSG00000086589.12	3587	RBM22
ENSG00000132912.13	6403	DCTN4
ENSG00000256235.3	1638	SMIM3
ENSG00000145908.13	4411	ZNF300
ENSG00000211445.12	3162	GPX3
ENSG00000145901.16	5793	TNIP1
ENSG00000197043.14	5478	ANXA6
ENSG00000198624.13	4941	CCDC69
ENSG00000196743.9	4186	GM2A
ENSG00000186334.10	4979	SLC36A3
ENSG00000186335.9	4269	SLC36A2
ENSG00000123643.13	6971	SLC36A1
ENSG00000113140.11	4641	SPARC
ENSG00000177556.12	5239	ATOX1
ENSG00000145907.16	20038	G3BP1
ENSG00000249484.9	4483	LINC01470
ENSG00000055147.19	6523	FAM114A2
ENSG00000037749.13	10159	MFAP3
ENSG00000164574.16	10496	GALNT10
ENSG00000245275.8	12934	SAP30L-AS1
ENSG00000164576.12	6714	SAP30L
ENSG00000155506.18	8747	LARP1
ENSG00000170271.11	6928	FAXDC2
ENSG00000155508.14	3929	CNOT8
ENSG00000082516.9	5644	GEMIN5
ENSG00000082515.18	5264	MRPL22
ENSG00000287963.1	6654	RP11-265I24.1
ENSG00000135077.9	3212	HAVCR2
ENSG00000155868.8	2776	MED7
ENSG00000113263.13	8587	ITK
ENSG00000055163.20	10498	CYFIP2
ENSG00000248544.2	2078	CTB-47B11.3
ENSG00000135074.16	7704	ADAM19
ENSG00000113272.14	2998	THG1L
ENSG00000155858.6	6567	LSM11
ENSG00000113282.14	6338	CLINT1
ENSG00000245812.3	3214	LINC02202
ENSG00000279204.1	2238	RP11-175K6.2
ENSG00000145860.12	4614	RNF145
ENSG00000164332.8	2463	UBLCP1
ENSG00000170214.5	3147	ADRA1B
ENSG00000113312.12	9846	TTC1
ENSG00000170234.13	6537	PWWP2A
ENSG00000135083.16	9232	CCNJL
ENSG00000145861.9	2411	C1QTNF2
ENSG00000221886.4	2882	ZBED8
ENSG00000164609.10	4769	SLU7
ENSG00000164611.13	1975	PTTG1
ENSG00000118322.14	11310	ATP10B
ENSG00000113327.17	22751	GABRG2
ENSG00000254186.3	9034	RP11-541P9.3
ENSG00000113328.19	3096	CCNG1
ENSG00000170584.11	8809	NUDCD2
ENSG00000072571.20	3932	HMMR
ENSG00000038274.17	5135	MAT2B
ENSG00000241956.10	10273	CTC-340A15.2
ENSG00000254187.1	1124	CTB-78F1.1
ENSG00000113645.15	10082	WWC1
ENSG00000113643.9	3417	RARS1
ENSG00000120137.7	10348	PANK3
ENSG00000184347.15	14270	SLIT3
ENSG00000254042.2	5280	SLIT3-AS2
ENSG00000040275.17	4775	SPDL1
ENSG00000134516.18	13189	DOCK2
ENSG00000204767.4	5715	INSYN2B
ENSG00000145936.9	6036	KCNMB1
ENSG00000253348.1	1191	CTC-455F18.1
ENSG00000094755.17	4621	GABRP
ENSG00000204764.14	10965	RANBP17
ENSG00000265740.2	296	RN7SL339P
ENSG00000181163.14	8311	NPM1
ENSG00000072803.18	5577	FBXW11
ENSG00000072786.13	8915	STK10
ENSG00000168246.6	2988	UBTD2
ENSG00000174705.13	8244	SH3PXD2B
ENSG00000120129.6	2013	DUSP1
ENSG00000113719.16	14161	ERGIC1
ENSG00000204758.8	2780	CTC-308K20.1
ENSG00000037241.7	1164	RPL26L1
ENSG00000113732.9	1609	ATP6V0E1
ENSG00000164463.12	12333	CREBRF
ENSG00000113734.18	2440	BNIP1
ENSG00000183072.10	2048	NKX2-5
ENSG00000113739.11	5062	STC2
ENSG00000145919.11	2386	BOD1
ENSG00000253686.2	5414	LINC01484
ENSG00000254211.6	6004	LINC01485
ENSG00000113742.14	10444	CPEB4
ENSG00000249306.6	3838	LINC01411
ENSG00000164466.13	7407	SFXN1
ENSG00000051596.10	3449	THOC3
ENSG00000170085.18	5536	SIMC1
ENSG00000122203.15	3811	KIAA1191
ENSG00000175414.7	11440	ARL10
ENSG00000048162.21	2814	NOP16
ENSG00000146066.3	654	HIGD2A
ENSG00000175416.16	1963	CLTB
ENSG00000113194.13	5924	FAF2
ENSG00000146083.12	5627	RNF44
ENSG00000169258.7	4234	GPRIN1
ENSG00000048140.18	5215	TSPAN17
ENSG00000087206.17	4767	UIMC1
ENSG00000113761.12	6686	ZNF346
ENSG00000165671.21	15516	NSD1
ENSG00000169228.14	2065	RAB24
ENSG00000213347.10	5154	MXD3
ENSG00000169230.10	1840	PRELID1
ENSG00000169223.15	2168	LMAN2
ENSG00000169220.18	3705	RGS14
ENSG00000131187.10	2756	F12
ENSG00000198055.11	4357	GRK6
ENSG00000131188.12	1753	PRR7
ENSG00000113758.13	5119	DBN1
ENSG00000279821.1	3026	RP11-1334A24.5
ENSG00000196923.14	4407	PDLIM7
ENSG00000146094.16	5181	DOK3
ENSG00000183258.12	4177	DDX41
ENSG00000146067.16	5825	FAM193B
ENSG00000184840.12	3513	TMED9
ENSG00000027847.14	4878	B4GALT7
ENSG00000170074.19	8528	FAM153A
ENSG00000170089.15	3852	RP11-423H2.1
ENSG00000249684.6	3511	RP11-423H2.3
ENSG00000204677.13	25699	FAM153CP
ENSG00000145916.19	7704	RMND5B
ENSG00000145912.9	1434	NHP2
ENSG00000197451.12	2118	HNRNPAB
ENSG00000175309.15	8439	PHYKPL
ENSG00000113240.13	7922	CLK4
ENSG00000286713.1	1638	CTD-2537M22.3
ENSG00000169131.13	2984	ZNF354A
ENSG00000178338.11	3742	ZNF354B
ENSG00000198939.8	2637	ZFP2
ENSG00000178187.8	2662	ZNF454
ENSG00000113262.16	8282	GRM6
ENSG00000176783.15	5901	RUFY1
ENSG00000169045.17	9480	HNRNPH1
ENSG00000250999.2	1525	RP11-1379J22.5
ENSG00000127022.16	13764	CANX
ENSG00000161021.13	5967	MAML1
ENSG00000161013.17	5495	MGAT4B
ENSG00000161011.20	7535	SQSTM1
ENSG00000161010.15	8469	MRNIP
ENSG00000197226.13	11511	TBC1D9B
ENSG00000113269.14	12817	RNF130
ENSG00000278965.1	3335	RP11-39H3.2
ENSG00000050748.18	8955	MAPK9
ENSG00000131459.13	4721	GFPT2
ENSG00000113300.13	6572	CNOT6
ENSG00000131446.17	11499	MGAT1
ENSG00000278970.2	2205	HEIH
ENSG00000245060.8	6088	LINC00847
ENSG00000196670.14	4197	ZFP62
ENSG00000182613.3	4777	OR2V2
ENSG00000248473.2	4759	LINC01962
ENSG00000250222.2	535	CTC-338M12.5
ENSG00000146054.18	7338	TRIM7
ENSG00000250900.6	1484	TRIM7-AS1
ENSG00000146063.20	12811	TRIM41
ENSG00000204628.12	5740	RACK1
ENSG00000233937.7	3328	CTC-338M12.4
ENSG00000183718.5	6562	TRIM52
ENSG00000248275.2	1676	TRIM52-AS1
ENSG00000238035.8	1838	AC138035.2
ENSG00000287265.1	3484	RP11-328C17.2
ENSG00000112679.15	5686	DUSP22
ENSG00000112685.14	4990	EXOC2
ENSG00000137273.6	2451	FOXF2
ENSG00000054598.9	3983	FOXC1
ENSG00000112699.11	4217	GMDS
ENSG00000250903.9	28380	GMDS-DT
ENSG00000124535.16	3898	WRNIP1
ENSG00000021355.13	3047	SERPINB1
ENSG00000230438.7	4422	SERPINB9P1
ENSG00000124570.21	13201	SERPINB6
ENSG00000124588.22	2426	NQO2
ENSG00000271361.1	631	HTATSF1P2
ENSG00000137275.16	12173	RIPK1
ENSG00000137274.13	5780	BPHL
ENSG00000137267.7	2907	TUBB2A
ENSG00000216819.1	871	TUBB2BP1
ENSG00000180822.12	10415	PSMG4
ENSG00000137266.15	8926	SLC22A23
ENSG00000228793.2	15457	RP1-223B1.1
ENSG00000168994.14	2161	PXDC1
ENSG00000270504.1	2761	RP11-420L9.5
ENSG00000112739.17	8429	PRPF4B
ENSG00000198721.13	4575	ECI2
ENSG00000260239.2	2982	LINC02533
ENSG00000153046.18	4562	CDYL
ENSG00000124787.14	1977	RPP40
ENSG00000219607.4	4147	PPP1R3G
ENSG00000214113.11	3950	LYRM4
ENSG00000145982.13	4838	FARS2
ENSG00000216863.10	11806	LY86-AS1
ENSG00000261211.1	3325	RP1-80N2.3
ENSG00000203498.3	690	RP11-556O15.1
ENSG00000124782.20	17254	RREB1
ENSG00000124783.14	11349	SSR1
ENSG00000124784.9	2940	RIOK1
ENSG00000096696.15	13340	DSP
ENSG00000168566.13	5837	SNRNP48
ENSG00000239264.9	4361	TXNDC5
ENSG00000188428.20	3297	BLOC1S5
ENSG00000124802.12	2088	EEF1E1
ENSG00000124786.12	3990	SLC35B3
ENSG00000285219.2	48395	HULC
ENSG00000137203.15	8220	TFAP2A
ENSG00000229401.1	860	MIR5689HG
ENSG00000111846.19	9230	GCNT2
ENSG00000111845.5	1523	PAK1IP1
ENSG00000111843.14	1321	TMEM14C
ENSG00000137210.14	4815	TMEM14B
ENSG00000197977.4	3988	ELOVL2
ENSG00000224531.6	4887	SMIM13
ENSG00000111859.17	10359	NEDD9
ENSG00000287920.1	4243	RP3-510L9.2
ENSG00000242753.2	1654	RP11-716O23.2
ENSG00000205269.6	8891	TMEM170B
ENSG00000111863.13	3947	ADTRP
ENSG00000095951.17	11005	HIVEP1
ENSG00000078401.7	2035	EDN1
ENSG00000112137.18	11621	PHACTR1
ENSG00000145979.18	8300	TBC1D7
ENSG00000145990.11	10686	GFOD1
ENSG00000124523.17	11295	SIRT5
ENSG00000225921.7	2364	NOL7
ENSG00000010017.13	3618	RANBP9
ENSG00000050393.11	6057	MCUR1
ENSG00000180537.13	4098	RNF182
ENSG00000234261.4	3654	RP11-146I2.1
ENSG00000008083.14	6244	JARID2
ENSG00000047579.20	3046	DTNBP1
ENSG00000137198.10	2225	GMPR
ENSG00000282024.1	1667	RP3-467D16.3
ENSG00000124788.19	19278	ATXN1
ENSG00000272341.1	2538	RP1-151F17.2
ENSG00000286631.1	821	RP1-294H2.1
ENSG00000230873.9	3096	STMND1
ENSG00000287559.1	3543	RP1-259A10.2
ENSG00000112183.15	3425	RBM24
ENSG00000112186.12	3346	CAP2
ENSG00000137414.6	4726	FAM8A1
ENSG00000124789.12	6121	NUP153
ENSG00000137177.20	11138	KIF13A
ENSG00000137364.5	3184	TPMT
ENSG00000165097.16	5619	KDM1B
ENSG00000124795.17	7249	DEK
ENSG00000137393.10	5171	RNF144B
ENSG00000172197.11	4325	MBOAT1
ENSG00000112242.15	5190	E2F3
ENSG00000145996.11	4602	CDKAL1
ENSG00000124766.7	4869	SOX4
ENSG00000272168.8	34302	CASC15
ENSG00000152954.12	4122	NRSN1
ENSG00000124532.15	5133	MRS2
ENSG00000112293.15	7221	GPLD1
ENSG00000112294.14	7563	ALDH5A1
ENSG00000111802.14	2977	TDP2
ENSG00000112304.11	4394	ACOT13
ENSG00000112308.13	2591	C6orf62
ENSG00000112312.10	2476	GMNN
ENSG00000111913.20	9435	RIPOR2
ENSG00000079691.18	6853	CARMIL1
ENSG00000286933.1	2861	RP3-501N12.2
ENSG00000112343.11	9418	TRIM38
ENSG00000272462.3	4365	U91328.19
ENSG00000286522.2	511	H3C2
ENSG00000187837.4	731	H1-2
ENSG00000010704.19	5675	HFE
ENSG00000197061.5	405	H4C3
ENSG00000180596.7	834	H2BC4
ENSG00000180573.10	1668	H2AC6
ENSG00000168298.7	787	H1-4
ENSG00000158373.8	871	H2BC5
ENSG00000283064.1	1578	RP1-221C16.8
ENSG00000276966.2	1487	H4C5
ENSG00000273802.2	1534	H2BC8
ENSG00000277075.2	509	H2AC8
ENSG00000186470.14	7042	BTN3A2
ENSG00000124508.17	6398	BTN2A2
ENSG00000026950.17	5539	BTN3A1
ENSG00000124549.14	4177	BTN2A3P
ENSG00000111801.16	5658	BTN3A3
ENSG00000112763.17	3787	BTN2A1
ENSG00000182952.5	1992	HMGN4
ENSG00000146109.5	2943	ABT1
ENSG00000181315.11	5059	ZNF322
ENSG00000241549.8	2071	GUSBP2
ENSG00000196787.3	2250	H2AC11
ENSG00000197903.8	495	H2BC12
ENSG00000274997.2	457	H2AC12
ENSG00000271755.1	2955	RP1-153G14.4
ENSG00000096654.16	3366	ZNF184
ENSG00000281706.3	4516	LINC01012
ENSG00000273542.2	387	H4C12
ENSG00000233822.5	5422	H2BC15
ENSG00000278677.2	487	H2AC17
ENSG00000269293.3	6466	ZSCAN16-AS1
ENSG00000196812.5	1279	ZSCAN16
ENSG00000198315.11	7580	ZKSCAN8
ENSG00000137185.13	3710	ZSCAN9
ENSG00000197062.12	2885	ZSCAN26
ENSG00000137338.6	3100	PGBD1
ENSG00000189298.14	4804	ZKSCAN3
ENSG00000158691.15	11366	ZSCAN12
ENSG00000286819.1	1348	RP1-29K1.7
ENSG00000204713.11	7985	TRIM27
ENSG00000227214.2	1032	HCG15
ENSG00000197935.7	3176	ZNF311
ENSG00000204695.4	6479	OR14J1
ENSG00000204694.13	2949	OR11A1
ENSG00000204681.11	8468	GABBR1
ENSG00000204655.12	3175	MOG
ENSG00000204642.14	4315	HLA-F
ENSG00000214922.9	4179	HLA-F-AS1
ENSG00000181126.13	5662	HLA-V
ENSG00000204632.12	1763	HLA-G
ENSG00000285799.1	3405	MICF
ENSG00000206341.7	1096	HLA-H
ENSG00000206503.13	2710	HLA-A
ENSG00000204623.9	17538	ZNRD1ASP
ENSG00000204622.11	1946	HLA-J
ENSG00000066379.15	3672	POLR1H
ENSG00000204619.8	2428	PPP1R11
ENSG00000234127.9	4377	TRIM26
ENSG00000243753.5	5505	HLA-L
ENSG00000280128.1	3706	XXbac-BPG283O16.9
ENSG00000231074.9	17631	HCG18
ENSG00000204599.14	4226	TRIM39
ENSG00000241370.6	1606	RPP21
ENSG00000204592.9	2922	HLA-E
ENSG00000204590.13	7957	GNL1
ENSG00000204576.12	3887	PRR3
ENSG00000204574.14	4496	ABCF1
ENSG00000204569.10	5202	PPP1R10
ENSG00000204568.12	1757	MRPS18B
ENSG00000137343.18	4035	ATAT1
ENSG00000204564.12	2118	C6orf136
ENSG00000204560.10	3977	DHX16
ENSG00000146112.12	4599	PPP1R18
ENSG00000137404.15	2018	NRM
ENSG00000137337.15	7622	MDC1
ENSG00000196230.14	4071	TUBB
ENSG00000137312.15	3185	FLOT1
ENSG00000137331.12	1350	IER3
ENSG00000228022.6	1574	HCG20
ENSG00000214894.6	2171	LINC00243
ENSG00000237775.1	3994	DDR1-DT
ENSG00000204580.14	9122	DDR1
ENSG00000213780.11	2330	GTF2H4
ENSG00000137411.19	6467	VARS2
ENSG00000204536.14	5182	CCHCR1
ENSG00000137310.12	3533	TCF19
ENSG00000204531.20	2885	POU5F1
ENSG00000272501.1	2838	XXbac-BPG299F13.17
ENSG00000204525.17	2507	HLA-C
ENSG00000234745.13	3012	HLA-B
ENSG00000272221.1	1207	XXbac-BPG181B23.7
ENSG00000204520.14	3851	MICA
ENSG00000286940.1	2068	MICB-DT
ENSG00000204516.10	2798	MICB
ENSG00000198563.14	7007	DDX39B
ENSG00000204498.11	1752	NFKBIL1
ENSG00000204469.13	9120	PRRC2A
ENSG00000204463.13	6323	BAG6
ENSG00000204444.11	1237	APOM
ENSG00000204439.4	2481	C6orf47
ENSG00000227198.1	673	C6orf47-AS1
ENSG00000204438.11	3243	GPANK1
ENSG00000204435.15	3788	CSNK2B
ENSG00000263020.6	2524	XXbac-BPG32J3.22
ENSG00000240053.8	3031	LY6G5B
ENSG00000204428.12	2621	LY6G5C
ENSG00000204427.12	4059	ABHD16A
ENSG00000213722.10	2363	DDAH2
ENSG00000213719.8	1942	CLIC1
ENSG00000204410.16	6284	MSH5
ENSG00000255152.8	4140	MSH5-SAPCD1
ENSG00000252743.1	103	RNU6-850P
ENSG00000228727.9	1360	SAPCD1
ENSG00000204396.11	3672	VWA7
ENSG00000204394.13	5880	VARS1
ENSG00000204392.11	1059	LSM2
ENSG00000204389.10	2404	HSPA1A
ENSG00000204388.7	2517	HSPA1B
ENSG00000285565.1	1338	XXbac-BPG254B15.11
ENSG00000204387.14	1801	SNHG32
ENSG00000204386.12	4821	NEU1
ENSG00000204371.11	7289	EHMT2
ENSG00000166278.15	5517	C2
ENSG00000204366.4	1963	ZBTB12
ENSG00000204356.14	2647	NELFE
ENSG00000204351.12	5524	SKIV2L
ENSG00000204348.10	2481	DXO
ENSG00000204344.15	3954	STK19
ENSG00000213676.13	3629	ATF6B
ENSG00000221988.13	2938	PPT2
ENSG00000258388.7	5512	PPT2-EGFL8
ENSG00000241404.7	2609	EGFL8
ENSG00000204310.13	3593	AGPAT1
ENSG00000204308.8	1127	RNF5
ENSG00000204305.15	2075	AGER
ENSG00000204304.12	4368	PBX2
ENSG00000204301.6	9748	NOTCH4
ENSG00000225914.3	9038	TSBP1-AS1
ENSG00000204267.16	6380	TAP2
ENSG00000204264.12	3480	PSMB8
ENSG00000240065.8	3338	PSMB9
ENSG00000168394.12	4643	TAP1
ENSG00000204256.14	8995	BRD2
ENSG00000204231.11	3897	RXRB
ENSG00000112473.18	2845	SLC39A7
ENSG00000204227.5	1813	RING1
ENSG00000232940.6	4397	HCG25
ENSG00000223501.9	4493	VPS52
ENSG00000231500.7	1834	RPS18
ENSG00000227057.10	2835	WDR46
ENSG00000204220.12	2953	PFDN6
ENSG00000237441.10	4159	RGL2
ENSG00000231925.12	5056	TAPBP
ENSG00000236104.3	2737	ZBTB22
ENSG00000204209.13	3084	DAXX
ENSG00000237649.8	3030	KIFC1
ENSG00000112511.18	3596	PHF1
ENSG00000112514.18	1876	CUTA
ENSG00000197283.18	8277	SYNGAP1
ENSG00000213588.6	3010	ZBTB9
ENSG00000030110.13	2212	BAK1
ENSG00000096433.11	9870	ITPR3
ENSG00000137288.10	4689	UQCC2
ENSG00000161904.12	6782	LEMD2
ENSG00000233183.3	14585	RP3-468B3.2
ENSG00000137309.20	2327	HMGA1
ENSG00000186577.14	1866	SMIM29
ENSG00000225339.4	8386	RP11-513I15.6
ENSG00000272325.2	9900	NUDT3
ENSG00000270800.3	5231	RPS10-NUDT3
ENSG00000124614.16	2302	RPS10
ENSG00000196821.10	4551	ILRUN
ENSG00000124562.10	1241	SNRPC
ENSG00000065060.17	9908	UHRF1BP1
ENSG00000064995.18	1989	TAF11
ENSG00000064999.15	8498	ANKS1A
ENSG00000146197.9	7819	SCUBE3
ENSG00000272374.1	4261	RP3-329A5.8
ENSG00000065029.15	6782	ZNF76
ENSG00000112033.14	4457	PPARD
ENSG00000112039.5	2709	FANCE
ENSG00000198755.11	1508	RPL10A
ENSG00000007866.22	3049	TEAD3
ENSG00000096060.15	10628	FKBP5
ENSG00000287458.1	1279	RP3-340B19.7
ENSG00000197753.11	7533	LHFPL5
ENSG00000096063.16	6692	SRPK1
ENSG00000112053.14	6034	SLC26A8
ENSG00000112062.11	6860	MAPK14
ENSG00000156711.17	7034	MAPK13
ENSG00000096070.19	6613	BRPF3
ENSG00000112078.14	6239	KCTD20
ENSG00000112079.9	3585	STK38
ENSG00000112081.17	7118	SRSF3
ENSG00000124762.14	2996	CDKN1A
ENSG00000137168.8	1589	PPIL1
ENSG00000198663.17	7330	C6orf89
ENSG00000137409.20	3126	MTCH1
ENSG00000146192.15	10166	FGD2
ENSG00000137193.14	3030	PIM1
ENSG00000065491.8	3462	TBC1D22B
ENSG00000112130.17	6564	RNF8
ENSG00000137200.13	5276	CMTR1
ENSG00000198937.9	572	CCDC167
ENSG00000112139.17	14690	MDGA1
ENSG00000156639.12	3808	ZFAND3
ENSG00000183826.18	9537	BTBD9
ENSG00000124767.7	2356	GLO1
ENSG00000112167.10	2923	SAYSD1
ENSG00000217165.1	2632	ANKRD18EP
ENSG00000146122.17	12955	DAAM2
ENSG00000124615.20	5174	MOCS1
ENSG00000124596.17	6529	OARD1
ENSG00000001167.15	6209	NFYA
ENSG00000161912.18	5804	ADCY10P1
ENSG00000137166.17	6429	FOXP4
ENSG00000230913.1	744	NPM1P51
ENSG00000112561.19	6722	TFEB
ENSG00000137218.10	2858	FRS3
ENSG00000124593.16	4479	RP11-298J23.10
ENSG00000278224.7	2778	PRICKLE4
ENSG00000214736.8	637	TOMM6
ENSG00000164663.15	10935	USP49
ENSG00000288721.1	7765	RP5-973N23.5
ENSG00000124641.16	3278	MED20
ENSG00000112578.10	1937	BYSL
ENSG00000112576.13	5761	CCND3
ENSG00000137413.16	9284	TAF8
ENSG00000261068.2	2027	RP11-7K24.3
ENSG00000188112.9	6852	C6orf132
ENSG00000048545.17	3190	GUCA1A
ENSG00000112599.9	2270	GUCA1B
ENSG00000048544.6	2100	MRPS10
ENSG00000124496.12	7732	TRERF1
ENSG00000024048.11	8874	UBR2
ENSG00000124659.7	1606	TBCC
ENSG00000112624.12	6843	BICRAL
ENSG00000146223.16	7811	RPL7L1
ENSG00000221821.4	557	C6orf226
ENSG00000288010.1	1333	RP3-475N16.8
ENSG00000137161.17	1719	CNPY3
ENSG00000231113.2	1490	RP3-475N16.1
ENSG00000124587.14	3465	PEX6
ENSG00000112640.16	3787	PPP2R5D
ENSG00000124733.5	3017	MEA1
ENSG00000124702.18	2019	KLHDC3
ENSG00000124541.7	2236	RRP36
ENSG00000044090.12	7819	CUL7
ENSG00000137171.15	6417	KLC4
ENSG00000112651.12	2171	MRPL2
ENSG00000112655.16	8985	PTK7
ENSG00000112658.8	4231	SRF
ENSG00000112659.14	12242	CUL9
ENSG00000112667.13	1247	DNPH1
ENSG00000171467.16	9728	ZNF318
ENSG00000287055.1	1628	RP5-895C5.4
ENSG00000124574.15	8087	ABCC10
ENSG00000137221.14	6741	TJAP1
ENSG00000171453.20	5505	POLR1C
ENSG00000137207.12	3043	YIPF3
ENSG00000124571.18	8481	XPO5
ENSG00000170734.12	8368	POLH
ENSG00000203362.2	990	POLH-AS1
ENSG00000172432.19	4726	GTPBP2
ENSG00000124688.14	1848	MAD2L1BP
ENSG00000096080.12	1385	MRPS18A
ENSG00000112715.25	14431	VEGFA
ENSG00000231881.2	26394	RP5-1120P11.3
ENSG00000287562.1	4799	RP5-1120P11.6
ENSG00000180992.7	957	MRPL14
ENSG00000137216.19	4425	TMEM63B
ENSG00000265439.2	298	RN7SL811P
ENSG00000112759.19	4298	SLC29A1
ENSG00000096384.20	2980	HSP90AB1
ENSG00000157593.19	2363	SLC35B2
ENSG00000284427.1	80	MIR4647
ENSG00000146232.17	2581	NFKBIE
ENSG00000124608.5	5242	AARS2
ENSG00000249481.7	4591	SPATS1
ENSG00000096401.8	6241	CDC5L
ENSG00000196284.17	5255	SUPT3H
ENSG00000124813.23	8192	RUNX2
ENSG00000229349.2	2658	ACTG1P9
ENSG00000153292.16	12383	ADGRF1
ENSG00000146072.6	3595	TNFRSF21
ENSG00000198087.7	6751	CD2AP
ENSG00000244694.8	28174	PTCHD4
ENSG00000146085.8	3811	MMUT
ENSG00000031691.7	1741	CENPQ
ENSG00000197261.11	2940	C6orf141
ENSG00000235122.4	1293	RP3-417L20.4
ENSG00000279127.1	2077	RP3-442L6.4
ENSG00000286405.1	918	RP1-300H18.1
ENSG00000112118.20	3645	MCM3
ENSG00000170915.9	5034	PAQR8
ENSG00000096093.16	22744	EFHC1
ENSG00000065308.5	7047	TRAM2
ENSG00000225791.7	8603	TRAM2-AS1
ENSG00000216775.3	3821	RP1-152L7.5
ENSG00000096092.6	988	TMEM14A
ENSG00000170899.11	2101	GSTA4
ENSG00000202198.1	331	7SK
ENSG00000283293.1	328	RN7SK
ENSG00000112144.16	6302	CILK1
ENSG00000112146.17	8208	FBXO9
ENSG00000012660.14	3813	ELOVL5
ENSG00000001084.13	8618	GCLC
ENSG00000227885.3	5141	RP11-79N23.1
ENSG00000137269.15	4901	LRRC1
ENSG00000151914.21	48142	DST
ENSG00000151917.18	5611	BEND6
ENSG00000168116.14	3109	KIAA1586
ENSG00000112200.17	16414	ZNF451
ENSG00000226803.9	4918	ZNF451-AS1
ENSG00000112208.11	6651	BAG2
ENSG00000112210.12	4919	RAB23
ENSG00000146143.19	5652	PRIM2
ENSG00000215190.9	2969	LINC00680
ENSG00000225096.3	10016	XXbac-BPG55C20.7
ENSG00000287679.1	4260	RP11-506N21.1
ENSG00000198225.5	1579	FKBP1C
ENSG00000112245.13	5914	PTP4A1
ENSG00000118482.12	20926	PHF3
ENSG00000188107.15	17071	EYS
ENSG00000227706.4	5438	RP11-301G19.1
ENSG00000168216.13	10746	LMBRD1
ENSG00000112280.18	10329	COL9A1
ENSG00000082269.17	10476	FAM135A
ENSG00000154079.6	1440	SDHAF4
ENSG00000112305.15	4157	SMAP1
ENSG00000232295.7	5169	RP11-154D6.1
ENSG00000287380.1	1522	RP11-154D6.3
ENSG00000119900.9	9176	OGFRL1
ENSG00000233237.8	19875	LINC00472
ENSG00000279289.1	3978	RP3-331H24.6
ENSG00000079841.18	12788	RIMS1
ENSG00000185760.17	8157	KCNQ5
ENSG00000135314.12	3350	KHDC1
ENSG00000229852.4	10451	RP11-398K22.12
ENSG00000164430.17	4174	CGAS
ENSG00000135297.17	13313	MTO1
ENSG00000156508.19	10063	EEF1A1
ENSG00000119899.13	3441	SLC17A5
ENSG00000156535.15	9782	CD109
ENSG00000279790.1	1770	RP11-374N7.2
ENSG00000111799.22	18860	COL12A1
ENSG00000112695.12	1922	COX7A2
ENSG00000112697.17	5502	TMEM30A
ENSG00000112701.18	11417	SENP6
ENSG00000196586.16	10727	MYO6
ENSG00000236635.3	1415	LINC02540
ENSG00000231762.1	2285	RP11-354K4.1
ENSG00000146243.14	7463	IRAK1BP1
ENSG00000146247.14	14718	PHIP
ENSG00000118418.14	1014	HMGN3
ENSG00000135338.14	5964	LCA5
ENSG00000118402.6	3013	ELOVL4
ENSG00000112742.10	4579	TTK
ENSG00000083123.15	4071	BCKDHB
ENSG00000112773.16	6053	TENT5A
ENSG00000005700.15	8719	IBTK
ENSG00000146242.9	3481	TPBG
ENSG00000118420.17	6402	UBE3D
ENSG00000083097.15	10045	DOP1A
ENSG00000013375.16	7478	PGM3
ENSG00000013392.8	3769	RWDD2A
ENSG00000065833.9	3338	ME1
ENSG00000065615.14	9621	CYB5R4
ENSG00000135315.12	5482	CEP162
ENSG00000135318.12	4533	NT5E
ENSG00000135317.14	25158	SNX14
ENSG00000271793.2	8624	RP11-321N4.5
ENSG00000135316.19	10452	SYNCRIP
ENSG00000203875.13	12604	SNHG5
ENSG00000188994.13	14861	ZNF292
ENSG00000111850.11	8750	SMIM8
ENSG00000279616.1	1775	RP1-102H19.7
ENSG00000164414.18	1994	SLC35A1
ENSG00000146282.18	2969	RARS2
ENSG00000135336.16	4095	ORC3
ENSG00000135334.9	2235	AKIRIN2
ENSG00000111880.16	5188	RNGTT
ENSG00000146278.11	2992	PNRC1
ENSG00000154548.9	4538	SRSF12
