Geneid	Length	gene_name
ENSMUSG00000105228.1	1344	Gm43340
ENSMUSG00000047635.6	2873	2810006K23Rik
ENSMUSG00000029394.11	2078	Cdk2ap1
ENSMUSG00000038095.15	19933	Sbno1
ENSMUSG00000103864.1	2183	Gm37415
ENSMUSG00000099144.1	80	Gm27486
ENSMUSG00000049327.17	5307	Kmt5a
ENSMUSG00000029401.8	3925	Rilpl2
ENSMUSG00000082402.1	364	Gm15621
ENSMUSG00000029402.8	1347	Snrnp35
ENSMUSG00000029392.12	2463	Rilpl1
ENSMUSG00000106662.1	1364	Gm43034
ENSMUSG00000029390.13	2527	Tmed2
ENSMUSG00000029389.17	5300	Ddx55
ENSMUSG00000029388.14	2581	Eif2b1
ENSMUSG00000029387.10	6311	Gtf2h3
ENSMUSG00000029386.15	8318	Tctn2
ENSMUSG00000038023.12	6726	Atp6v0a2
ENSMUSG00000088650.1	98	Gm24854
ENSMUSG00000106082.4	727	4930404A12Rik
ENSMUSG00000038011.15	16086	Dnah10
ENSMUSG00000105583.1	376	Gm43777
ENSMUSG00000037979.13	2729	Ccdc92
ENSMUSG00000079215.8	7832	Zfp664
ENSMUSG00000037962.7	1940	Rflna
ENSMUSG00000029478.16	10490	Ncor2
ENSMUSG00000105604.1	439	Gm42838
ENSMUSG00000106663.1	525	Gm42839
ENSMUSG00000105039.1	764	Gm32585
ENSMUSG00000037936.15	8500	Scarb1
ENSMUSG00000106458.1	2764	Gm42633
ENSMUSG00000104932.1	645	Gm40323
ENSMUSG00000008348.9	2893	Ubc
ENSMUSG00000072612.3	1234	Gm10382
ENSMUSG00000029480.13	5024	Dhx37
ENSMUSG00000106271.1	697	Gm43752
ENSMUSG00000037905.13	6571	Bri3bp
ENSMUSG00000104793.1	2838	Gm43756
ENSMUSG00000029482.4	3854	Aacs
ENSMUSG00000098350.1	77	Gm27551
ENSMUSG00000070498.3	8238	Tmem132b
ENSMUSG00000091970.3	789	Gm4868
ENSMUSG00000105274.1	1064	1700048F04Rik
ENSMUSG00000106378.1	613	Gm42945
ENSMUSG00000105593.4	1812	Gm42952
ENSMUSG00000105189.1	533	Gm7774
ENSMUSG00000094875.1	107	Gm23151
ENSMUSG00000104175.1	965	Gm37700
ENSMUSG00000104825.1	669	Gm40330
ENSMUSG00000084551.1	107	Gm24839
ENSMUSG00000105673.1	769	1700081B01Rik
ENSMUSG00000106235.1	681	Gm33347
ENSMUSG00000105316.1	581	Gm42953
ENSMUSG00000106644.1	217	Gm40331
ENSMUSG00000105782.1	3393	Gm42955
ENSMUSG00000105490.1	1745	4933438B17Rik
ENSMUSG00000105575.1	400	Gm43475
ENSMUSG00000105308.4	936	4930572K03Rik
ENSMUSG00000104778.1	405	Gm43476
ENSMUSG00000034324.16	5850	Tmem132c
ENSMUSG00000087104.7	882	Tmem132cos
ENSMUSG00000104971.1	1085	9430087B13Rik
ENSMUSG00000106015.1	1028	Gm42980
ENSMUSG00000029416.17	5312	Slc15a4
ENSMUSG00000105362.1	774	Gm43474
ENSMUSG00000049971.17	4378	Glt1d1
ENSMUSG00000034310.8	6481	Tmem132d
ENSMUSG00000061331.5	1158	Gm17132
ENSMUSG00000085328.2	3846	Gm17131
ENSMUSG00000104581.1	1958	Gm42497
ENSMUSG00000105772.1	3241	Gm42496
ENSMUSG00000105857.1	607	Gm42817
ENSMUSG00000106275.1	405	Gm42495
ENSMUSG00000104727.1	517	Gm42500
ENSMUSG00000104980.1	419	4930573I07Rik
ENSMUSG00000105172.1	1412	Gm42499
ENSMUSG00000072591.10	3394	Fzd10os
ENSMUSG00000105059.1	1372	Gm42498
ENSMUSG00000081683.5	3250	Fzd10
ENSMUSG00000029423.10	4358	Piwil1
ENSMUSG00000105483.1	670	4930553I04Rik
ENSMUSG00000029420.14	8646	Rimbp2
ENSMUSG00000105271.1	1015	Gm42875
ENSMUSG00000106522.1	315	Gm42871
ENSMUSG00000029428.13	4586	Stx2
ENSMUSG00000029430.13	2646	Ran
ENSMUSG00000044017.16	8321	Adgrd1
ENSMUSG00000060419.8	441	Rps16-ps2
ENSMUSG00000104681.1	724	Gm43001
ENSMUSG00000104873.1	938	Gm40332
ENSMUSG00000029439.14	8000	Sfswap
ENSMUSG00000104814.1	2228	Gm42979
ENSMUSG00000029436.9	6619	Mmp17
ENSMUSG00000057244.6	882	Gm6139
ENSMUSG00000051034.7	3929	Zfp11
ENSMUSG00000034219.15	1738	Septin14
ENSMUSG00000034211.14	6490	Mrps17
ENSMUSG00000029432.12	2750	Nipsnap2
ENSMUSG00000086916.2	3614	Gm15903
ENSMUSG00000029446.14	4329	Psph
ENSMUSG00000029447.11	3620	Cct6a
ENSMUSG00000065304.1	135	Gm23245
ENSMUSG00000093413.1	131	Snora15
ENSMUSG00000025538.15	2671	Sumf2
ENSMUSG00000025537.12	6509	Phkg1
ENSMUSG00000106840.1	969	Gm42790
ENSMUSG00000070493.3	2269	Chchd2
ENSMUSG00000034173.13	4976	Zbed5
ENSMUSG00000095789.6	2489	Nupr1l
ENSMUSG00000066735.8	5262	Vkorc1l1
ENSMUSG00000107118.1	3385	Gm42986
ENSMUSG00000106757.1	1861	Gm43482
ENSMUSG00000025534.17	4548	Gusb
ENSMUSG00000025533.15	4831	Asl
ENSMUSG00000025532.13	1585	Crcp
ENSMUSG00000034118.15	2789	Tpst1
ENSMUSG00000107216.1	498	2210412B16Rik
ENSMUSG00000034110.8	4368	Kctd7
ENSMUSG00000025340.14	4168	Rabgef1
ENSMUSG00000080893.1	402	Ndufa12-ps
ENSMUSG00000094092.1	483	Gm15921
ENSMUSG00000053094.15	4086	Tmem248
ENSMUSG00000107143.1	2615	Gm6598
ENSMUSG00000106751.1	1447	Gm42467
ENSMUSG00000025337.10	2033	Sbds
ENSMUSG00000056310.14	7388	Tyw1
ENSMUSG00000060371.12	10483	Caln1
ENSMUSG00000052014.6	706	A330070K13Rik
ENSMUSG00000106849.1	428	Gm43418
ENSMUSG00000088972.2	104	Gm23761
ENSMUSG00000106694.1	3390	Gm42894
ENSMUSG00000034040.16	9408	Galnt17
ENSMUSG00000107207.1	2112	Gm42897
ENSMUSG00000107295.1	1113	Gm42896
ENSMUSG00000106729.1	1635	Gm43165
ENSMUSG00000106710.1	4379	Gm43166
ENSMUSG00000105387.1	4233	Gm29681
ENSMUSG00000029673.17	22890	Auts2
ENSMUSG00000099255.1	123	Gm27266
ENSMUSG00000105470.1	1751	Gm42589
ENSMUSG00000105584.1	1297	Gm42588
ENSMUSG00000104987.1	657	2810432F15Rik
ENSMUSG00000105500.1	700	Gm42591
ENSMUSG00000105289.1	2860	Gm43483
ENSMUSG00000105726.1	1155	Gm42443
ENSMUSG00000106557.1	1133	Gm42442
ENSMUSG00000105773.1	515	4930563F08Rik
ENSMUSG00000106570.1	2973	C230071H17Rik
ENSMUSG00000106516.1	748	Gm42441
ENSMUSG00000105720.1	2284	Gm42440
ENSMUSG00000106395.1	486	Gm42439
ENSMUSG00000106356.1	974	Gm42438
ENSMUSG00000106386.1	3837	Gm42991
ENSMUSG00000106320.1	6836	Gm42992
ENSMUSG00000104936.1	2235	2610011E03Rik
ENSMUSG00000105985.1	7325	Gm42993
ENSMUSG00000105495.1	1330	Gm42995
ENSMUSG00000106045.1	1636	Gm42996
ENSMUSG00000104994.1	2306	Gm42989
ENSMUSG00000106049.1	2863	Gm43019
ENSMUSG00000106450.1	1275	Gm43018
ENSMUSG00000105624.1	2397	Gm43187
ENSMUSG00000106384.1	2160	Gm43188
ENSMUSG00000105598.1	824	Gm43186
ENSMUSG00000100420.1	441	Gm28616
ENSMUSG00000105809.1	1148	Gm42626
ENSMUSG00000103500.1	288	Gm38373
ENSMUSG00000088123.1	279	Gm25722
ENSMUSG00000106097.1	922	Gm42625
ENSMUSG00000058905.5	414	Gm10051
ENSMUSG00000106172.1	611	Gm17979
ENSMUSG00000105227.1	753	Gm36667
ENSMUSG00000106067.1	947	Gm7902
ENSMUSG00000104893.1	844	Gm2404
ENSMUSG00000106800.1	966	1700030N18Rik
ENSMUSG00000087344.1	437	Gm15627
ENSMUSG00000015944.9	7560	Castor2
ENSMUSG00000061979.8	2843	Rcc1l
ENSMUSG00000104195.1	1364	B230377A18Rik
ENSMUSG00000015942.9	6200	Gtf2ird2
ENSMUSG00000084729.1	288	Gm24139
ENSMUSG00000015950.13	3663	Ncf1
ENSMUSG00000060261.15	10199	Gtf2i
ENSMUSG00000107000.1	3672	Gm43481
ENSMUSG00000107076.1	416	Gm43480
ENSMUSG00000093311.1	69	Mir3965
ENSMUSG00000023079.14	7594	Gtf2ird1
ENSMUSG00000077437.1	114	n-R5s178
ENSMUSG00000076320.1	99	Gm26340
ENSMUSG00000106969.1	506	Gm42882
ENSMUSG00000072576.5	210	Gm16020
ENSMUSG00000106802.1	4214	Gm42885
ENSMUSG00000063146.11	5187	Clip2
ENSMUSG00000106691.1	1465	2700029L08Rik
ENSMUSG00000107090.1	735	Gm42884
ENSMUSG00000085957.4	2026	Syna
ENSMUSG00000106323.1	39	Mir7228
ENSMUSG00000023104.9	6303	Rfc2
ENSMUSG00000040751.12	2621	Lat2
ENSMUSG00000040731.13	5551	Eif4h
ENSMUSG00000029674.13	7162	Limk1
ENSMUSG00000072573.2	1148	Gm10369
ENSMUSG00000029675.12	8098	Eln
ENSMUSG00000107318.1	1433	Gm30003
ENSMUSG00000040576.8	933	Tmem270
ENSMUSG00000008843.4	1067	Cldn13
ENSMUSG00000118424.1	607	Gm50473
ENSMUSG00000107322.1	853	4933439J24Rik
ENSMUSG00000118469.1	613	Gm50474
ENSMUSG00000107005.1	1622	9030607J07Rik
ENSMUSG00000040557.14	3347	Mettl27
ENSMUSG00000047501.3	1816	Cldn4
ENSMUSG00000070473.4	1259	Cldn3
ENSMUSG00000054909.11	2118	Wbscr25
ENSMUSG00000084392.1	172	Rps29-ps
ENSMUSG00000107335.1	3016	Gm43372
ENSMUSG00000040532.14	2172	Abhd11
ENSMUSG00000085042.8	701	Abhd11os
ENSMUSG00000007207.10	2666	Stx1a
ENSMUSG00000005378.17	3386	Bud23
ENSMUSG00000088008.1	129	Gm25492
ENSMUSG00000061118.8	1661	Dnajc30
ENSMUSG00000043614.13	1544	Vps37d
ENSMUSG00000005373.13	5538	Mlxipl
ENSMUSG00000107296.1	312	Gm43500
ENSMUSG00000005374.13	7855	Tbl2
ENSMUSG00000029681.12	2404	Bcl7b
ENSMUSG00000002748.7	13667	Baz1b
ENSMUSG00000080473.1	121	Gm25315
ENSMUSG00000049551.2	2293	Fzd9
ENSMUSG00000106913.1	804	9430007M09Rik
ENSMUSG00000040013.11	1753	Fkbp6
ENSMUSG00000053388.10	1807	Trim50
ENSMUSG00000000916.15	4317	Nsun5
ENSMUSG00000053293.9	5580	Pom121
ENSMUSG00000099212.1	81	Mir7033
ENSMUSG00000039959.13	12961	Hip1
ENSMUSG00000106758.1	1641	Gm42731
ENSMUSG00000070464.1	282	Ccl26
ENSMUSG00000004814.10	1295	Ccl24
ENSMUSG00000107029.1	3471	Gm43123
ENSMUSG00000039917.10	7534	Rhbdd2
ENSMUSG00000082001.3	358	Gm15607
ENSMUSG00000094372.1	378	Gm21839
ENSMUSG00000105239.1	423	Gm43091
ENSMUSG00000005514.14	4021	Por
ENSMUSG00000080972.1	857	Gm16061
ENSMUSG00000039886.8	1730	Tmem120a
ENSMUSG00000099197.1	84	Mir7034
ENSMUSG00000019178.17	1770	Styxl1
ENSMUSG00000019179.10	3562	Mdh2
ENSMUSG00000039860.19	6406	Srrm3
ENSMUSG00000094486.1	78	Gm23268
ENSMUSG00000085026.1	1271	Srrm3os
ENSMUSG00000095502.1	107	Gm22450
ENSMUSG00000004951.10	1031	Hspb1
ENSMUSG00000105047.1	157	Gm42533
ENSMUSG00000051391.9	5500	Ywhag
ENSMUSG00000029699.13	2976	Ssc4d
ENSMUSG00000004948.12	1323	Zp3
ENSMUSG00000004947.15	7032	Dtx2
ENSMUSG00000042985.7	3530	Upk3b
ENSMUSG00000006143.12	1303	Upk3bl
ENSMUSG00000004952.13	7485	Rasa4
ENSMUSG00000088188.1	172	Gm22214
ENSMUSG00000086656.1	573	Gm15701
ENSMUSG00000099003.1	82	Mir7035
ENSMUSG00000039771.13	1106	Polr2j
ENSMUSG00000105349.1	705	Gm43604
ENSMUSG00000029703.10	6943	Lrwd1
ENSMUSG00000039754.10	2117	Alkbh4
ENSMUSG00000039747.11	6077	Orai2
ENSMUSG00000039737.11	3967	Prkrip1
ENSMUSG00000106243.1	775	Gm5050
ENSMUSG00000005057.13	5406	Sh2b2
ENSMUSG00000029705.17	20024	Cux1
ENSMUSG00000086220.1	1182	Gm16599
ENSMUSG00000102415.1	4348	A430110C17Rik
ENSMUSG00000106479.1	88	Mir721
ENSMUSG00000104369.1	6882	Gm38082
ENSMUSG00000005474.9	1203	Myl10
ENSMUSG00000004415.15	8176	Col26a1
ENSMUSG00000092402.1	394	Gm20485
ENSMUSG00000104707.1	391	Gm43649
ENSMUSG00000007987.12	3608	Ift22
ENSMUSG00000097908.7	4748	4933404O12Rik
ENSMUSG00000019054.13	1714	Fis1
ENSMUSG00000001739.14	2124	Cldn15
ENSMUSG00000059518.14	1860	Znhit1
ENSMUSG00000004846.10	4519	Plod3
ENSMUSG00000076240.1	109	Mir702
ENSMUSG00000087244.1	944	Gm7284
ENSMUSG00000098131.1	749	Gm26989
ENSMUSG00000037428.14	2973	Vgf
ENSMUSG00000004849.14	2198	Ap1s1
ENSMUSG00000037411.10	3876	Serpine1
ENSMUSG00000043279.9	9281	Trim56
ENSMUSG00000037390.12	1943	Muc3
ENSMUSG00000079174.3	265	Gm3054
ENSMUSG00000106466.1	452	Gm40348
ENSMUSG00000118522.1	1364	CAAA01077340.1
ENSMUSG00000106190.1	2338	Gm20768
ENSMUSG00000094840.5	1887	Muc3a
ENSMUSG00000105736.1	387	Gm42456
ENSMUSG00000023328.14	4623	Ache
ENSMUSG00000099145.1	97	Mir8116
ENSMUSG00000051502.7	1037	Ufsp1
ENSMUSG00000037364.12	5244	Srrt
ENSMUSG00000098624.1	65	Mir7036
ENSMUSG00000106058.1	247	Gm43013
ENSMUSG00000023348.11	2429	Trip6
ENSMUSG00000037344.14	5020	Slc12a9
ENSMUSG00000105802.1	937	Gm43012
ENSMUSG00000029710.15	4640	Ephb4
ENSMUSG00000079173.11	19813	Zan
ENSMUSG00000106476.1	277	Rpl36-ps9
ENSMUSG00000029711.13	855	Epo
ENSMUSG00000029715.5	1081	Pop7
ENSMUSG00000105851.1	956	9130604C24Rik
ENSMUSG00000106237.1	485	Gm8066
ENSMUSG00000029714.11	5505	Gigyf1
ENSMUSG00000029713.15	3402	Gnb2
ENSMUSG00000098597.1	115	Mir6418
ENSMUSG00000090873.1	432	Gm17112
ENSMUSG00000029712.14	4267	Actl6b
ENSMUSG00000029716.13	4336	Tfr2
ENSMUSG00000037221.13	1839	Mospd3
ENSMUSG00000105408.1	580	Gm7285
ENSMUSG00000029718.14	3823	Pcolce
ENSMUSG00000089984.7	2512	Fbxo24
ENSMUSG00000106617.1	1749	Gm36266
ENSMUSG00000081228.1	336	Gm16089
ENSMUSG00000093445.7	3925	Lrch4
ENSMUSG00000029720.9	4464	Gm20605
ENSMUSG00000079165.10	1569	Sap25
ENSMUSG00000047182.6	2338	Irs3
ENSMUSG00000029722.15	3822	Agfg2
ENSMUSG00000079163.3	723	Gm15498
ENSMUSG00000082088.1	1062	Gm15753
ENSMUSG00000045348.16	5244	Nyap1
ENSMUSG00000029723.16	7509	Tsc22d4
ENSMUSG00000029725.10	1085	Ppp1r35
ENSMUSG00000029726.16	3553	Mepce
ENSMUSG00000037108.13	5697	Zcwpw1
ENSMUSG00000046245.13	3090	Pilra
ENSMUSG00000066684.10	1957	Pilrb1
ENSMUSG00000106478.1	300	Gm36551
ENSMUSG00000066682.11	1957	Pilrb2
ENSMUSG00000106155.1	205	Gm43495
ENSMUSG00000105649.1	388	Gm43494
ENSMUSG00000106435.1	752	Gm3103
ENSMUSG00000029727.7	2956	Cyp3a13
ENSMUSG00000083813.1	208	Gm15502
ENSMUSG00000105787.1	742	Gm8099
ENSMUSG00000056966.7	4356	Gjc3
ENSMUSG00000037053.6	1610	Azgp1
ENSMUSG00000063739.2	378	Gm4963
ENSMUSG00000100543.1	517	Gm29127
ENSMUSG00000075599.4	2742	Smok3a
ENSMUSG00000079156.11	2593	Smok3b
ENSMUSG00000075598.5	2330	Smok3c
ENSMUSG00000029729.12	8541	Zkscan1
ENSMUSG00000106102.1	202	Gm43493
ENSMUSG00000037017.15	3198	Zscan21
ENSMUSG00000037007.17	6754	Zfp113
ENSMUSG00000019494.14	2525	Cops6
ENSMUSG00000029730.16	4426	Mcm7
ENSMUSG00000065394.1	84	Mir25
ENSMUSG00000065527.1	88	Mir93
ENSMUSG00000065514.1	82	Mir106b
ENSMUSG00000019518.11	5361	Ap4m1
ENSMUSG00000036980.13	4476	Taf6
ENSMUSG00000036968.15	2399	Cnpy4
ENSMUSG00000049285.4	1308	Mblac1
ENSMUSG00000089783.2	837	Gm454
ENSMUSG00000106338.1	341	Gm43645
ENSMUSG00000084469.1	80	Gm22956
ENSMUSG00000047592.17	4473	Nxpe5
ENSMUSG00000050552.8	1302	Lamtor4
ENSMUSG00000036948.17	3847	Map11
ENSMUSG00000085227.1	1339	6330418K02Rik
ENSMUSG00000075593.10	3252	Gal3st4
ENSMUSG00000106247.1	6411	Gm43720
ENSMUSG00000029510.15	4274	Gpc2
ENSMUSG00000036928.14	5733	Stag3
ENSMUSG00000109713.1	1080	Pvrig
ENSMUSG00000106161.1	204	Pvrig-ps
ENSMUSG00000075591.2	2355	Gm10874
ENSMUSG00000080935.3	1293	Got2-ps1
ENSMUSG00000093932.1	107	Gm25525
ENSMUSG00000112214.1	592	Cyp3a61-ps1
ENSMUSG00000112194.1	320	Gm48029
ENSMUSG00000036898.16	8782	Zfp157
ENSMUSG00000046440.9	967	Gm5564
ENSMUSG00000104668.1	858	Vmn2r-ps24
ENSMUSG00000029526.5	1844	1700123K08Rik
ENSMUSG00000058291.14	7962	Zfp68
ENSMUSG00000092916.1	83	Gm24082
ENSMUSG00000081142.1	551	Gm15497
ENSMUSG00000104686.1	1470	Gm42815
ENSMUSG00000056014.15	4097	A430033K04Rik
ENSMUSG00000103298.1	411	Gm38232
ENSMUSG00000025854.15	6590	Fam20c
ENSMUSG00000094504.3	651	Gm5294
ENSMUSG00000025856.15	3119	Pdgfa
ENSMUSG00000075585.3	5522	6330403L08Rik
ENSMUSG00000025855.13	3810	Prkar1b
ENSMUSG00000086873.1	1354	Gm15672
ENSMUSG00000025857.10	3514	Dnaaf5
ENSMUSG00000036817.14	7596	Sun1
ENSMUSG00000106127.1	701	4930520M14Rik
ENSMUSG00000025858.12	2431	Get4
ENSMUSG00000056413.16	3292	Adap1
ENSMUSG00000098690.1	277	Gm27316
ENSMUSG00000045438.12	3747	Cox19
ENSMUSG00000029541.12	1517	Cyp2w1
ENSMUSG00000053553.11	2885	3110082I17Rik
ENSMUSG00000065593.1	96	Mir339
ENSMUSG00000044197.8	6786	Gpr146
ENSMUSG00000044092.8	3180	C130050O18Rik
ENSMUSG00000053647.4	2537	Gper1
ENSMUSG00000095016.1	107	Gm26285
ENSMUSG00000053581.13	3407	Zfand2a
ENSMUSG00000106056.1	747	4930500L23Rik
ENSMUSG00000029546.12	3136	Uncx
ENSMUSG00000104637.1	376	Gm42424
ENSMUSG00000036718.17	4144	Micall2
ENSMUSG00000029547.10	9270	Ints1
ENSMUSG00000098574.1	65	Mir7037
ENSMUSG00000018143.10	3901	Mafk
ENSMUSG00000036687.13	5277	Tmem184a
ENSMUSG00000098140.1	744	Gm26938
ENSMUSG00000029551.13	2893	Psmg3
ENSMUSG00000064694.1	321	Gm24146
ENSMUSG00000105335.1	670	Gm42423
ENSMUSG00000048988.8	4172	Elfn1
ENSMUSG00000106090.1	496	Gm43704
ENSMUSG00000029554.15	3649	Mad1l1
ENSMUSG00000105453.1	2546	Gm43702
ENSMUSG00000085673.1	1158	Gm16122
ENSMUSG00000087606.1	2253	Gm16121
ENSMUSG00000106497.1	2332	Gm43195
ENSMUSG00000087248.7	868	Gm16120
ENSMUSG00000105679.1	2223	Gm43338
ENSMUSG00000036639.12	1473	Nudt1
ENSMUSG00000029557.7	1443	Mrm2
ENSMUSG00000029560.12	3238	Snx8
ENSMUSG00000056076.13	3346	Eif3b
ENSMUSG00000098319.1	71	Mir7038
ENSMUSG00000106350.2	2955	Gm4869
ENSMUSG00000105056.1	276	Gm42805
ENSMUSG00000036599.10	2362	Chst12
ENSMUSG00000105845.1	285	Gm42808
ENSMUSG00000105633.1	404	Gm32158
ENSMUSG00000036586.6	613	Grifin
ENSMUSG00000105699.1	763	Gm43703
ENSMUSG00000029570.5	2505	Lfng
ENSMUSG00000036565.7	5684	Ttyh3
ENSMUSG00000036555.14	12037	Iqce
ENSMUSG00000000148.17	6179	Brat1
ENSMUSG00000050022.16	6697	Amz1
ENSMUSG00000000149.10	3416	Gna12
ENSMUSG00000036526.8	4866	Card11
ENSMUSG00000104683.1	81	Gm44385
ENSMUSG00000093344.1	79	Gm26113
ENSMUSG00000039683.16	11087	Sdk1
ENSMUSG00000083382.1	875	Gm6433
ENSMUSG00000105873.1	961	Gm43708
ENSMUSG00000105344.1	681	Gm43556
ENSMUSG00000105212.1	2370	Gm43557
ENSMUSG00000084934.1	401	Gm16035
ENSMUSG00000089164.1	107	Gm24131
ENSMUSG00000085540.1	1112	Gm16036
ENSMUSG00000097947.1	964	Gm26970
ENSMUSG00000056493.9	7584	Foxk1
ENSMUSG00000039623.13	5919	Ap5z1
ENSMUSG00000029576.17	4803	Radil
ENSMUSG00000074817.2	4239	Papolb
ENSMUSG00000105213.1	250	Gm43037
ENSMUSG00000039533.8	5193	Mmd2
ENSMUSG00000104978.1	229	Gm31274
ENSMUSG00000029578.15	10543	Wipi2
ENSMUSG00000050822.11	2862	Slc29a4
ENSMUSG00000039477.16	12266	Tnrc18
ENSMUSG00000082308.1	584	Gm15770
ENSMUSG00000066640.11	12927	Fbxl18
ENSMUSG00000097559.1	3832	D430018E03Rik
ENSMUSG00000029580.14	2679	Actb
ENSMUSG00000029581.14	3012	Fscn1
ENSMUSG00000045078.12	7182	Rnf216
ENSMUSG00000106543.1	582	Gm43378
ENSMUSG00000105714.1	220	Gm43380
ENSMUSG00000090981.6	4989	Olfr718-ps1
ENSMUSG00000105901.1	382	Gm7291
ENSMUSG00000104836.1	126	Gm44405
ENSMUSG00000104529.4	636	Rbakdn
ENSMUSG00000061898.10	4143	Rbak
ENSMUSG00000029586.9	2538	Spdye4b
ENSMUSG00000039296.15	2085	Spdye4a
ENSMUSG00000089879.1	580	4930448H16Rik
ENSMUSG00000029587.16	5821	Zfp12
ENSMUSG00000046658.16	7526	Zfp316
ENSMUSG00000105345.1	2439	BC030343
ENSMUSG00000093910.2	3140	Zfp853
ENSMUSG00000039244.10	4639	E130309D02Rik
ENSMUSG00000105609.1	1026	Gm42501
ENSMUSG00000001844.10	2864	Zdhhc4
ENSMUSG00000089889.2	2098	0610040B10Rik
ENSMUSG00000104875.1	481	Gm43397
ENSMUSG00000010825.17	6773	Grid2ip
ENSMUSG00000093720.1	1287	Gm20635
ENSMUSG00000106198.1	525	Gm42504
ENSMUSG00000105594.1	2742	Gm43398
ENSMUSG00000045345.6	2316	9530056K15Rik
ENSMUSG00000079111.3	1829	Kdelr2
ENSMUSG00000105206.1	1251	Gm4870
ENSMUSG00000106068.1	538	Gm9497
ENSMUSG00000039206.13	9567	Daglb
ENSMUSG00000001847.14	4496	Rac1
ENSMUSG00000105198.1	1089	Gm42502
ENSMUSG00000118332.1	2734	Fam220a
ENSMUSG00000083012.9	4468	Fam220a
ENSMUSG00000018001.18	9437	Cyth3
ENSMUSG00000051306.7	6238	Usp42
ENSMUSG00000097287.3	5129	D130017N08Rik
ENSMUSG00000104708.1	3706	Gm42503
ENSMUSG00000029613.15	5670	Eif2ak1
ENSMUSG00000029607.14	2331	Ankrd61
ENSMUSG00000029610.13	1654	Aimp2
ENSMUSG00000079109.11	8117	Pms2
ENSMUSG00000091351.1	564	Gm17135
ENSMUSG00000104633.1	719	Gm42421
ENSMUSG00000075569.10	3101	Rsph10b
ENSMUSG00000029617.10	4480	Ccz1
ENSMUSG00000093856.1	104	Gm24311
ENSMUSG00000029618.13	733	Ocm
ENSMUSG00000105150.1	1773	Gm43615
ENSMUSG00000038970.7	8114	Lmtk2
ENSMUSG00000098039.1	957	Gm26925
ENSMUSG00000052271.7	3494	Bhlha15
ENSMUSG00000066621.12	12772	Tecpr1
ENSMUSG00000104662.1	1796	Gm43267
ENSMUSG00000087484.1	2583	2900089D17Rik
ENSMUSG00000047843.16	1648	Bri3
ENSMUSG00000038859.7	3366	Baiap2l1
ENSMUSG00000086894.2	1947	Gm15708
ENSMUSG00000104600.4	820	Dmrt1i
ENSMUSG00000083574.1	213	Gm15709
ENSMUSG00000059991.7	2536	Nptx2
ENSMUSG00000082524.3	171	Gm6272
ENSMUSG00000043388.8	2903	Tmem130
ENSMUSG00000045482.16	20859	Trrap
ENSMUSG00000088685.1	129	Gm23995
ENSMUSG00000038780.14	6336	Smurf1
ENSMUSG00000098822.1	85	Mir7039
ENSMUSG00000038770.17	3135	Kpna7
ENSMUSG00000105177.1	198	Gm43563
ENSMUSG00000061707.5	1119	Gm4871
ENSMUSG00000106393.1	238	Gm43562
ENSMUSG00000105024.1	448	Gm43561
ENSMUSG00000029620.4	1122	1700018F24Rik
ENSMUSG00000118480.1	162	Gm50458
ENSMUSG00000029621.14	2567	Arpc1a
ENSMUSG00000029622.16	5115	Arpc1b
ENSMUSG00000029623.14	5245	Pdap1
ENSMUSG00000038722.17	1609	Bud31
ENSMUSG00000029624.10	3271	Ptcd1
ENSMUSG00000029625.16	3598	Cpsf4
ENSMUSG00000038690.15	3306	Atp5j2
ENSMUSG00000029627.12	3621	Zkscan14
ENSMUSG00000055991.15	4114	Zkscan5
ENSMUSG00000007812.16	5598	Zfp655
ENSMUSG00000106188.1	499	Gm9710
ENSMUSG00000070420.4	1928	Zscan25
ENSMUSG00000104682.1	2239	Gm42636
ENSMUSG00000070419.11	1994	Cyp3a57
ENSMUSG00000104644.1	586	Gm2314
ENSMUSG00000105764.1	193	Gm42859
ENSMUSG00000038656.5	1730	Cyp3a16
ENSMUSG00000105270.1	2958	Gm42863
ENSMUSG00000075552.4	2064	Cyp3a41b
ENSMUSG00000106033.1	165	Gm43381
ENSMUSG00000105474.1	283	Selenok-ps7
ENSMUSG00000106040.1	1170	Cyp3a63-ps
ENSMUSG00000075551.4	2060	Cyp3a41a
ENSMUSG00000105661.1	162	Gm43626
ENSMUSG00000054417.5	1962	Cyp3a44
ENSMUSG00000106473.1	613	Gm19089
ENSMUSG00000056035.8	5093	Cyp3a11
ENSMUSG00000105405.1	323	Gm42431
ENSMUSG00000104805.1	180	Gm43624
ENSMUSG00000105394.1	160	Gm43115
ENSMUSG00000029630.15	2083	Cyp3a25
ENSMUSG00000104895.1	811	Gm8454
ENSMUSG00000104636.1	201	Gm43239
ENSMUSG00000105390.1	819	Gm8458
ENSMUSG00000061292.10	2002	Cyp3a59
ENSMUSG00000104752.1	1162	Gm5565
ENSMUSG00000096798.1	1154	Gm6309
ENSMUSG00000095040.2	868	1700001J03Rik
ENSMUSG00000106547.1	3645	B230303O12Rik
ENSMUSG00000105542.1	474	Gm34248
ENSMUSG00000105636.1	1539	Gm43625
ENSMUSG00000029634.15	4022	Rnf6
ENSMUSG00000029635.15	9832	Cdk8
ENSMUSG00000080957.1	872	Gm15739
ENSMUSG00000029636.11	5366	Wasf3
ENSMUSG00000096344.2	1171	Gm6408
